TTREE hmin
i/I h/I
0 	240
1 	233
2 	230
3 	235
4 	235
5 	235
6 	0
7	0
8	0
9	0
10	0
11	0
12	0
13 	235
14	243
15	240
16	0
17	0
18	240
19	243
20	250
21	0
22	0
23	0
24	240
25	239
26	250
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	230
41	230
42	229
43	0
44	0
45	230
46	230
47	235
48	0
49	0
50	0
51	230
52	231
53	233
54	0
55	0
56	0
57	0
58	0
59	0
60 	228
61 	230
62 	230
63 	220
64 	218
65 	220
TTREE para
 t01  t02  t03  t04 dxu dyu dxd dyd
-844.5 -841 -840 -843.7 0   0   0   0
TTREE xt
t d i/I n/I sig/D
 232.79384     -7.875        0        355  2.7842286   
 226.90542     -7.625        0        503  3.3845096   
 220.98238     -7.375        0        508  2.9549690   
 214.79779     -7.125        0        619  3.3184084   
 208.94010     -6.875        0        784  3.0285886   
 203.16734     -6.625        0        885  2.8767764   
 196.53540     -6.375        0        940  3.7052930   
 191.17134     -6.125        0        966  3.2738059   
 183.91337     -5.875        0       1166  3.1219355   
 177.15429     -5.625        0       1227  3.1282378   
 169.80004     -5.375        0       1439  3.3508888   
 163.62759     -5.125        0       1470  3.1597251   
 156.14388     -4.875        0       1683  3.1152777   
 149.21785     -4.625        0       1508  4.0138601   
 141.54187     -4.375        0       1774  3.4353559   
 133.45184     -4.125        0       1590  4.1878616   
 125.89589     -3.875        0       1819  3.7979022   
 117.66599     -3.625        0       1752  3.7484393   
 109.82562     -3.375        0       1784  3.9921657   
 101.21165     -3.125        0       1756  4.2120781   
 92.935131     -2.875        0       1905  4.4113048   
 83.438964     -2.625        0       1738  4.4615327   
 74.977393     -2.375        0       1873  3.9951009   
 65.753750     -2.125        0       1639  4.3737692   
 56.539396     -1.875        0       1666  4.6262124   
 48.146848     -1.625        0       1588  5.8163144   
 38.615910     -1.375        0       1611  3.6079668   
 30.492742     -1.125        0       1388  4.5583245   
 22.730864     -0.875        0       1339  5.1963169   
 16.462285     -0.625        0       1196  4.1432294   
 10.484612     -0.375        0       1230  3.6154057   
 5.2594100     -0.125        0        790  3.1084389   
 5.0397395      0.125        0        854  3.6275612   
 10.582507      0.375        0       1158  4.5092961   
 16.739492      0.625        0       1320  4.0315508   
 22.561169      0.875        0       1352  5.7616429   
 29.781465      1.125        0       1576  4.1525235   
 38.873463      1.375        0       1760  4.8357135   
 48.194771      1.625        0       1808  5.7497521   
 56.240379      1.875        0       1920  4.3041278   
 65.659923      2.125        0       2002  4.0658559   
 74.735489      2.375        0       2109  4.3220801   
 83.833111      2.625        0       2084   4.808535   
 92.847721      2.875        0       2212  3.7792801   
 100.97483      3.125        0       2190  3.9604564   
 110.24283      3.375        0       2333  4.7244090   
 117.50341      3.625        0       2248   3.469366   
 125.92118      3.875        0       2141  4.3459417   
 134.21184      4.125        0       1935  4.2543673   
 141.32663      4.375        0       2208  3.4165617   
 149.61581      4.625        0       1899  3.4065919   
 155.78456      4.875        0       2048  3.6051126   
 163.20377      5.125        0       1664  4.3355198   
 169.68006      5.375        0       1613  3.7355666   
 177.42837      5.625        0       1454  3.5718466   
 183.69447      5.875        0       1322   3.455163   
 190.65106      6.125        0       1187  3.2271011   
 197.04289      6.375        0       1018  3.4348082   
 203.28995      6.625        0        935  3.1474938   
 208.95444      6.875        0        731  4.0550628   
  215.0264      7.125        0        646  3.2461483   
 221.62247      7.375        0        566  3.7431411   
 227.29969      7.625        0        514  3.3626299   
 233.04916      7.875        0        274  2.3320155   
