TTREE hmin
i/I h/I
0 	240
1 	230
2 	225
3 	233
4 	233
5 	239
6 	0
7	0
8	0
9	0
10	0
11	0
12	0
13 	236
14	242
15	240
16	0
17	0
18	245
19	245
20	245
21	0
22	0
23	0
24	242
25	242
26	240
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	240
41	230
42	230
43	0
44	0
45	240
46	235
47	240
48	0
49	0
50	0
51	235
52	235
53	240
54	0
55	0
56	0
57	0
58	0
59	0
60 	227
61 	227
62 	227
63 	220
64 	220
65 	220
TTREE para
 t01  t02  t03  t04 dxu dyu dxd dyd
-826.125 -828.166667 -830.166667 -824.6 0   0   0   0
TTREE xt
t d i/I n/I sig/D
 225.33880     -7.875        0        271  3.5230470   
 219.28195     -7.625        0        314  3.2049542   
 214.38505     -7.375        0        361  3.3837041   
 208.84019     -7.125        0        446  2.8730299   
 203.30605     -6.875        0        609  2.8922793   
 197.28037     -6.625        0        775  3.3538938   
 190.60250     -6.375        0        817  3.1731043   
 184.29835     -6.125        0        929  3.3382504   
 176.64710     -5.875        0       1056  3.7499383   
 169.77273     -5.625        0       1083  2.8551626   
 162.19119     -5.375        0       1282  3.1759788   
 155.74288     -5.125        0       1231  3.8191218   
 148.50772     -4.875        0       1391  3.2793735   
 142.05956     -4.625        0       1274  3.3119101   
 134.36868     -4.375        0       1485  3.1241207   
 127.33321     -4.125        0       1287  3.0683670   
 119.08944     -3.875        0       1516  3.4341466   
 111.75024     -3.625        0       1513  4.1642719   
 103.80767     -3.375        0       1481  3.5984854   
 94.839398     -3.125        0       1571  5.1731832   
 86.729841     -2.875        0       1724  4.1184634   
 77.252765     -2.625        0       1638  5.1379749   
 68.458550     -2.375        0       1798  5.5545394   
 57.925156     -2.125        0       1611  4.2036300   
 48.221411     -1.875        0       1597  5.1684194   
 38.468035     -1.625        0       1522  4.4293781   
 29.955053     -1.375        0       1345  3.3806086   
 21.243199     -1.125        0       1128  3.1428358   
 15.019354     -0.875        0       1000  3.3217567   
 9.9011448     -0.625        0        808  3.5335298   
 4.6810002     -0.375        0        725  2.9974415   
 0.3790864     -0.125        0        262  0.3836831   
 1.0578655      0.125        0        326  0.9397507   
 4.7044453      0.375        0        787  3.4573846   
 9.4937992      0.625        0       1031  3.4164786   
 14.998275      0.875        0       1134  3.1448769   
 21.706813      1.125        0       1311  3.7933208   
 29.803799      1.375        0       1636  3.5796502   
 39.352545      1.625        0       1767  4.6634880   
 48.302585      1.875        0       1930  4.5799814   
 58.736029      2.125        0       2040  4.0542311   
 68.314217      2.375        0       2141  4.5617622   
 77.434940      2.625        0       2025  5.3016561   
 86.427372      2.875        0       2115  3.5179754   
 94.879886      3.125        0       2086  3.7348049   
 103.84609      3.375        0       2175  3.9921395   
 111.30478      3.625        0       2053  3.7042799   
 118.79166      3.875        0       1963  4.5196426   
 126.84087      4.125        0       1771  3.4311857   
 134.17557      4.375        0       2007  3.3569190   
 142.28655      4.625        0       1772  3.2032755   
 148.24693      4.875        0       1890  3.4479283   
 155.79675      5.125        0       1541  4.5419998   
 162.22285      5.375        0       1541  3.0393017   
 170.10613      5.625        0       1353  3.3188511   
 176.89520      5.875        0       1232  3.7159953   
 183.98206      6.125        0       1068  3.0569923   
 191.17223      6.375        0        875  3.3605269   
 197.25909      6.625        0        726  3.8723478   
 203.32861      6.875        0        533  4.1061288   
 208.15938      7.125        0        428  3.9880423   
 214.08993      7.375        0        327  3.7999945   
 219.04577      7.625        0        277  2.7224370   
 223.95331      7.875        0        119  2.6267642   
     -48.5     -7.875        1          0        2.5   
     -48.5     -7.625        1          0        2.5   
     -48.5     -7.375        1          0        2.5   
     -48.5     -7.125        1          0        2.5   
     -48.5     -6.875        1          0        2.5   
     -48.5     -6.625        1          0        2.5   
     -48.5     -6.375        1          0        2.5   
     -48.5     -6.125        1          0        2.5   
     -48.5     -5.875        1          0        2.5   
     -48.5     -5.625        1          0        2.5   
     -48.5     -5.375        1          0        2.5   
     -48.5     -5.125        1          0        2.5   
     -48.5     -4.875        1          0        2.5   
     -48.5     -4.625        1          0        2.5   
     -48.5     -4.375        1          0        2.5   
     -48.5     -4.125        1          0        2.5   
     -48.5     -3.875        1          0        2.5   
     -48.5     -3.625        1          0        2.5   
     -48.5     -3.375        1          0        2.5   
     -48.5     -3.125        1          0        2.5   
     -48.5     -2.875        1          0        2.5   
     -48.5     -2.625        1          0        2.5   
     -48.5     -2.375        1          0        2.5   
     -48.5     -2.125        1          0        2.5   
     -48.5     -1.875        1          0        2.5   
     -48.5     -1.625        1          0        2.5   
     -48.5     -1.375        1          0        2.5   
     -48.5     -1.125        1          0        2.5   
     -48.5     -0.875        1          0        2.5   
     -48.5     -0.625        1          0        2.5   
     -48.5     -0.375        1          0        2.5   
 3.4472549     -0.125        1          8  2.1317721   
 2.8855165      0.125        1        228  2.0445394   
 9.7907492      0.375        1        315  24.466722   
 14.616912      0.625        1        361  5.0948872   
 23.376701      0.875        1        430  4.0141648   
 32.114489      1.125        1        625  8.7368983   
 41.157798      1.375        1        755  3.8200307   
 52.290228      1.625        1        819  4.2019767   
 60.037475      1.875        1        923  3.6987454   
 70.114170      2.125        1       1062  4.7104957   
 78.582016      2.375        1       1092  4.0996015   
 87.110774      2.625        1       1275  5.2663865   
 95.842957      2.875        1       1232  5.4807445   
 103.43297      3.125        1       1411  4.3390161   
 111.32314      3.375        1       1261  3.4592212   
 118.50048      3.625        1       1499  3.6520152   
 124.97573      3.875        1       1302  3.4680877   
 131.92455      4.125        1       1500  3.0584569   
 137.47448      4.375        1       1473  3.2989255   
